,income_type,children,days_employed,dob_years,education_id,family_status_id,gender,debt,total_income,purpose,total_income_category,purpose_category
10123,компаньон,1,1548.7211483064173,54,1,0,M,0,139635,на покупку подержанного автомобиля,C,операции с автомобилем
10124,компаньон,0,2290.7749347979675,56,1,1,F,0,89119,сыграть свадьбу,C,проведение свадьбы
10125,сотрудник,1,2279.205227980715,38,1,0,F,0,122458,покупка жилья для семьи,C,операции с недвижимостью
10126,сотрудник,1,510.0221330622396,40,0,1,M,0,235184,сделка с подержанным автомобилем,B,операции с автомобилем
10127,сотрудник,0,2527.341178996488,50,1,0,F,0,91651,строительство собственной недвижимости,C,операции с недвижимостью
10128,пенсионер,0,375242.38187107147,58,0,2,F,0,188216,ремонт жилью,C,операции с недвижимостью
10129,компаньон,0,353.83771427858017,47,1,3,F,0,133111,свой автомобиль,C,операции с автомобилем
10130,сотрудник,0,2389.0052570184093,29,1,0,F,0,92034,недвижимость,C,операции с недвижимостью
10131,компаньон,1,324.03944129589365,41,1,0,M,0,220455,получение дополнительного образования,B,получение образования
10132,сотрудник,0,2262.816252545089,42,1,1,F,0,42660,свадьба,D,проведение свадьбы
10133,сотрудник,0,775.0879772346518,33,0,0,F,0,368089,автомобили,B,операции с автомобилем
10134,пенсионер,0,340176.40186368517,71,1,2,F,0,77593,строительство жилой недвижимости,C,операции с недвижимостью
10135,сотрудник,0,2438.9496886998954,33,0,0,F,1,88386,высшее образование,C,получение образования
10136,сотрудник,0,2517.5000214767915,65,1,2,F,0,147190,покупка недвижимости,C,операции с недвижимостью
10137,сотрудник,0,2194.220566878695,23,1,1,M,0,142594,на проведение свадьбы,C,проведение свадьбы
10138,компаньон,1,231.5668465760419,37,1,2,F,0,596429,покупка жилой недвижимости,B,операции с недвижимостью
10139,компаньон,1,1650.8422668222613,47,1,0,M,0,177571,высшее образование,C,получение образования
10140,компаньон,0,1160.248618018736,62,0,2,F,0,321164,покупка жилья,B,операции с недвижимостью
10141,компаньон,0,296.25105302531955,36,1,0,M,0,309198,жилье,B,операции с недвижимостью
10142,сотрудник,2,4689.767780031649,43,1,0,M,1,153067,строительство недвижимости,C,операции с недвижимостью
10143,компаньон,1,1219.3898025637645,40,1,0,F,1,169399,строительство недвижимости,C,операции с недвижимостью
10144,сотрудник,1,2194.220566878695,48,0,0,F,0,142594,дополнительное образование,C,получение образования
10145,компаньон,0,7169.050925516276,46,1,0,F,0,50851,покупка своего жилья,C,операции с недвижимостью
10146,сотрудник,1,223.41895901820587,39,1,0,F,0,99631,покупка жилой недвижимости,C,операции с недвижимостью
10147,пенсионер,0,375728.5070494049,61,1,0,F,1,114266,дополнительное образование,C,получение образования
10148,госслужащий,0,2432.309724244473,34,0,4,F,0,686598,недвижимость,B,операции с недвижимостью
10149,сотрудник,1,5060.801294925056,36,1,0,F,0,162754,получение дополнительного образования,C,получение образования
10150,компаньон,0,451.2024402342234,39,1,0,F,0,190886,дополнительное образование,C,получение образования
10151,пенсионер,0,351093.10715455154,61,1,1,F,0,91655,ремонт жилью,C,операции с недвижимостью
10152,госслужащий,-1,901.1017378608626,41,1,0,F,0,226375,операции со своей недвижимостью,B,операции с недвижимостью
10153,компаньон,1,103.47653329174305,33,1,0,F,0,327077,покупка своего жилья,B,операции с недвижимостью
10154,сотрудник,1,1572.328284580025,39,1,1,M,0,74211,свадьба,C,проведение свадьбы
10155,сотрудник,0,12118.379735167442,60,1,0,F,0,146293,покупка жилья для сдачи,C,операции с недвижимостью
10156,компаньон,2,1030.2196484001704,25,3,0,F,0,79147,покупка недвижимости,C,операции с недвижимостью
10157,пенсионер,0,346223.8321206421,43,1,1,M,1,139898,на проведение свадьбы,C,проведение свадьбы
10158,сотрудник,1,583.3804752540346,42,1,0,F,0,70063,высшее образование,C,получение образования
10159,сотрудник,1,203.8250660372681,42,0,0,F,0,143886,получение высшего образования,C,получение образования
10160,госслужащий,0,5299.550420994502,44,1,0,F,0,134526,операции со своей недвижимостью,C,операции с недвижимостью
10161,сотрудник,0,1225.8190982966198,29,1,4,M,0,260882,покупка жилья для сдачи,B,операции с недвижимостью
10162,компаньон,0,651.5344376008419,24,1,0,F,0,226676,автомобили,B,операции с автомобилем
10163,сотрудник,2,7598.760935650966,47,1,0,M,0,132006,покупка коммерческой недвижимости,C,операции с недвижимостью
10164,компаньон,0,596.3729385105544,40,1,0,F,0,162347,операции с недвижимостью,C,операции с недвижимостью
10165,сотрудник,2,4360.454842396656,29,1,0,M,0,112320,получение высшего образования,C,получение образования
10166,сотрудник,0,11961.030692520471,58,0,0,M,0,156095,операции с коммерческой недвижимостью,C,операции с недвижимостью
10167,сотрудник,0,12266.284959080613,58,1,0,M,0,320929,покупка жилья,B,операции с недвижимостью
10168,сотрудник,0,946.3235446738428,55,1,0,F,0,177062,заняться высшим образованием,C,получение образования
10169,сотрудник,0,1388.814093788763,23,2,4,M,0,142487,получение образования,C,получение образования
10170,компаньон,0,2194.220566878695,49,0,0,F,0,172357,покупка коммерческой недвижимости,C,операции с недвижимостью
10171,сотрудник,0,532.9115492242125,23,1,4,M,1,171971,сделка с автомобилем,C,операции с автомобилем
10172,сотрудник,0,2194.220566878695,22,1,4,F,1,142594,покупка коммерческой недвижимости,C,операции с недвижимостью
10173,сотрудник,1,4473.724903427061,44,1,0,F,0,142285,операции со своей недвижимостью,C,операции с недвижимостью
10174,компаньон,1,1272.4022072541936,42,1,0,M,0,125614,получение образования,C,получение образования
10175,компаньон,0,1879.0485414078864,64,1,1,M,0,120962,покупка коммерческой недвижимости,C,операции с недвижимостью
10176,компаньон,0,304.9703124469587,51,1,0,F,0,123084,операции с жильем,C,операции с недвижимостью
10177,сотрудник,1,7719.501326783305,41,1,0,F,0,94892,покупка жилья для сдачи,C,операции с недвижимостью
10178,сотрудник,0,1983.4336500916006,30,0,1,F,0,510808,на проведение свадьбы,B,проведение свадьбы
10179,пенсионер,1,383774.6910864645,44,1,0,M,0,199195,покупка своего жилья,C,операции с недвижимостью
10180,сотрудник,0,1329.454410139847,27,0,4,M,0,111336,ремонт жилью,C,операции с недвижимостью
10181,сотрудник,0,2408.200301441833,54,1,3,M,0,64716,операции со своей недвижимостью,C,операции с недвижимостью
10182,сотрудник,0,193.56752232298763,52,0,0,M,0,141083,покупка своего жилья,C,операции с недвижимостью
10183,сотрудник,1,777.6936774024413,27,1,0,M,0,145920,покупка коммерческой недвижимости,C,операции с недвижимостью
10184,сотрудник,1,595.7376070464745,29,0,0,F,0,319963,покупка жилья для сдачи,B,операции с недвижимостью
10185,компаньон,1,5448.677368908774,47,0,0,F,0,216355,приобретение автомобиля,B,операции с автомобилем
10186,сотрудник,1,935.579116708927,39,0,0,F,0,163838,на покупку подержанного автомобиля,C,операции с автомобилем
10187,сотрудник,2,1570.549559043356,34,1,4,F,0,114230,покупка своего жилья,C,операции с недвижимостью
10188,компаньон,2,1832.6493905386767,39,1,0,F,0,120177,строительство жилой недвижимости,C,операции с недвижимостью
10189,сотрудник,2,4388.87027021367,47,1,0,M,0,218970,на покупку своего автомобиля,B,операции с автомобилем
10190,сотрудник,0,3606.6639942129027,28,0,3,F,0,284789,на покупку своего автомобиля,B,операции с автомобилем
10191,сотрудник,0,1505.4438585391074,51,1,1,F,0,49836,свадьба,D,проведение свадьбы
10192,сотрудник,0,423.22820806428666,26,1,0,M,1,174534,недвижимость,C,операции с недвижимостью
10193,госслужащий,1,4144.309533117033,37,1,0,F,0,195748,на покупку своего автомобиля,C,операции с автомобилем
10194,сотрудник,1,704.9185409140315,39,1,0,F,0,177135,покупка своего жилья,C,операции с недвижимостью
10195,сотрудник,0,2987.1972429466573,35,1,0,M,0,134950,покупка недвижимости,C,операции с недвижимостью
10196,сотрудник,1,327.29200315020336,46,1,0,M,0,313898,покупка недвижимости,B,операции с недвижимостью
10197,пенсионер,0,2194.220566878695,57,1,0,F,0,118514,покупка жилой недвижимости,C,операции с недвижимостью
10198,сотрудник,0,2194.220566878695,66,1,2,F,0,142594,строительство собственной недвижимости,C,операции с недвижимостью
10199,сотрудник,0,2194.220566878695,53,1,0,F,0,142594,операции с жильем,C,операции с недвижимостью
10200,компаньон,0,510.284342909398,50,1,0,F,0,156773,свой автомобиль,C,операции с автомобилем
10201,компаньон,2,1025.7554819681634,51,1,1,F,0,236883,покупка жилья для семьи,B,операции с недвижимостью
10202,компаньон,0,277.2370380732215,29,1,4,M,0,257820,сделка с подержанным автомобилем,B,операции с автомобилем
10203,компаньон,0,655.8586024175135,56,1,0,F,0,113850,приобретение автомобиля,C,операции с автомобилем
10204,сотрудник,0,2236.5387922041327,32,0,1,M,0,116591,операции со своей недвижимостью,C,операции с недвижимостью
10205,компаньон,1,2748.706249627186,37,1,1,M,1,291671,заняться высшим образованием,B,получение образования
10206,компаньон,0,1083.0354154071783,25,0,1,M,0,159459,свадьба,C,проведение свадьбы
10207,сотрудник,0,2167.6453144944653,44,1,1,F,0,179916,сыграть свадьбу,C,проведение свадьбы
10208,сотрудник,2,726.8829605297988,31,1,1,M,0,137516,на проведение свадьбы,C,проведение свадьбы
10209,пенсионер,0,340038.50761602743,63,1,0,F,0,60633,покупка своего жилья,C,операции с недвижимостью
10210,компаньон,0,935.8592767219142,30,0,0,F,0,210082,получение образования,B,получение образования
10211,сотрудник,0,2548.98929451177,44,1,0,F,0,118073,автомобили,C,операции с автомобилем
10212,госслужащий,0,9566.804456685915,55,1,3,F,0,131833,сделка с подержанным автомобилем,C,операции с автомобилем
10213,компаньон,2,2933.3479880126674,47,0,0,F,0,183990,автомобили,C,операции с автомобилем
10214,пенсионер,0,359011.6099965435,63,1,0,M,0,60822,операции с недвижимостью,C,операции с недвижимостью
10215,сотрудник,0,1916.4489317157145,52,1,0,F,0,169422,покупка коммерческой недвижимости,C,операции с недвижимостью
10216,компаньон,0,3895.6639641793654,40,1,0,M,0,112083,на покупку автомобиля,C,операции с автомобилем
10217,сотрудник,0,2194.220566878695,52,1,4,F,0,142594,покупка своего жилья,C,операции с недвижимостью
10218,сотрудник,0,3668.9022957931898,30,1,0,M,1,204291,сделка с автомобилем,B,операции с автомобилем
10219,компаньон,0,3521.0818384281065,48,0,3,M,0,212497,на покупку автомобиля,B,операции с автомобилем
10220,сотрудник,1,424.78403127070123,43,0,1,M,0,227580,приобретение автомобиля,B,операции с автомобилем
10221,сотрудник,1,3303.578004327471,38,1,4,F,1,123907,получение образования,C,получение образования
10222,сотрудник,0,2008.8758085688253,46,1,0,F,0,159265,профильное образование,C,получение образования
10223,госслужащий,0,4500.076744036872,47,0,1,F,1,253357,свадьба,B,проведение свадьбы
10224,сотрудник,0,1338.4155487219653,50,1,0,F,0,127973,строительство недвижимости,C,операции с недвижимостью
10225,госслужащий,2,1683.1065993114453,29,1,0,F,0,71200,строительство собственной недвижимости,C,операции с недвижимостью
10226,сотрудник,0,331.70434381199607,60,1,0,F,0,110500,дополнительное образование,C,получение образования
10227,пенсионер,0,392383.50071487116,64,1,0,F,0,128018,операции с коммерческой недвижимостью,C,операции с недвижимостью
10228,сотрудник,1,1063.7420185446463,35,1,0,M,0,258826,строительство собственной недвижимости,B,операции с недвижимостью
10229,компаньон,1,935.0238140976312,41,1,3,F,0,133215,строительство жилой недвижимости,C,операции с недвижимостью
10230,сотрудник,0,1028.2007228918196,51,1,0,F,0,198696,недвижимость,C,операции с недвижимостью
10231,госслужащий,0,509.96992170510026,19,2,4,F,0,75787,покупка коммерческой недвижимости,C,операции с недвижимостью
10232,сотрудник,0,3130.661079988944,34,1,0,M,0,161846,операции с коммерческой недвижимостью,C,операции с недвижимостью
10233,пенсионер,1,371911.26145253744,63,1,0,F,0,160393,операции с жильем,C,операции с недвижимостью
10234,сотрудник,0,906.9149806940736,48,1,0,F,0,96750,операции с недвижимостью,C,операции с недвижимостью
10235,сотрудник,0,1012.4444869635147,47,1,0,F,0,119846,операции со своей недвижимостью,C,операции с недвижимостью
10236,компаньон,2,1558.478038720843,26,0,0,F,1,205189,покупка жилья,B,операции с недвижимостью
10237,компаньон,0,1146.2868516749165,26,0,3,F,1,189772,операции с недвижимостью,C,операции с недвижимостью
10238,госслужащий,1,1962.1493303741406,41,1,0,F,0,112746,покупка жилья,C,операции с недвижимостью
10239,компаньон,0,2194.220566878695,27,1,4,M,0,172357,сделка с автомобилем,C,операции с автомобилем
10240,сотрудник,2,1050.7999387945997,42,1,0,F,1,131833,операции со своей недвижимостью,C,операции с недвижимостью
10241,пенсионер,0,400281.1369125588,53,1,2,F,0,56823,на покупку подержанного автомобиля,C,операции с автомобилем
10242,пенсионер,0,373129.7896543124,63,0,1,F,0,206872,на проведение свадьбы,B,проведение свадьбы
10243,сотрудник,0,11033.518148476593,49,1,0,F,0,78990,строительство недвижимости,C,операции с недвижимостью
10244,пенсионер,0,399889.0600810908,65,0,4,F,0,133122,строительство недвижимости,C,операции с недвижимостью
10245,компаньон,0,1336.9057757606654,37,1,0,M,0,324278,на покупку своего автомобиля,B,операции с автомобилем
10246,сотрудник,0,2194.220566878695,32,1,4,F,0,142594,на покупку подержанного автомобиля,C,операции с автомобилем
10247,сотрудник,0,3052.783087514091,48,2,1,M,0,196834,покупка жилья для сдачи,C,операции с недвижимостью
10248,сотрудник,0,956.5366009135923,24,1,1,M,0,194689,операции с недвижимостью,C,операции с недвижимостью
10249,компаньон,1,2987.003436459863,27,1,0,F,0,162198,покупка жилья для сдачи,C,операции с недвижимостью
10250,компаньон,2,2194.220566878695,24,0,0,M,0,172357,операции с жильем,C,операции с недвижимостью
10251,компаньон,0,1826.8189655110682,66,1,2,F,0,546158,покупка жилья,B,операции с недвижимостью
10252,пенсионер,0,356277.4362288986,60,1,0,F,0,58454,покупка жилья,C,операции с недвижимостью
10253,пенсионер,0,387842.3434293528,69,0,0,M,0,104979,получение дополнительного образования,C,получение образования
10254,сотрудник,0,2194.220566878695,52,3,1,M,1,142594,строительство собственной недвижимости,C,операции с недвижимостью
10255,пенсионер,0,329951.5941469854,64,3,2,M,0,112910,операции с жильем,C,операции с недвижимостью
10256,сотрудник,2,274.23414234231177,41,1,0,M,0,175633,получение образования,C,получение образования
10257,компаньон,3,1139.871540898328,31,1,0,M,0,245940,образование,B,получение образования
10258,компаньон,1,1616.2194230043344,28,1,1,M,0,85320,на покупку своего автомобиля,C,операции с автомобилем
10259,компаньон,1,9127.057770311,46,1,0,F,0,151821,операции с жильем,C,операции с недвижимостью
10260,сотрудник,2,2293.8633203430672,37,1,1,F,0,88563,свадьба,C,проведение свадьбы
10261,пенсионер,1,388367.36745628587,52,1,0,M,0,261090,строительство собственной недвижимости,B,операции с недвижимостью
10262,компаньон,1,8806.310754423968,41,0,0,M,0,387783,сделка с автомобилем,B,операции с автомобилем
10263,сотрудник,2,358.94024746725944,42,0,1,F,0,158538,на проведение свадьбы,C,проведение свадьбы
10264,сотрудник,1,1820.812118295464,38,0,1,F,0,128819,покупка коммерческой недвижимости,C,операции с недвижимостью
10265,пенсионер,0,334100.00225720595,61,1,1,F,0,87653,на проведение свадьбы,C,проведение свадьбы
10266,госслужащий,0,327.9449369968205,24,1,1,M,0,178485,покупка недвижимости,C,операции с недвижимостью
10267,пенсионер,0,380194.07984099037,62,1,0,F,0,133260,получение образования,C,получение образования
10268,пенсионер,0,370534.5513057049,66,1,0,F,0,143508,покупка жилья для семьи,C,операции с недвижимостью
10269,сотрудник,1,8899.603028838692,42,0,1,F,0,360887,сыграть свадьбу,B,проведение свадьбы
10270,сотрудник,0,188.58524038792086,22,1,4,F,0,130231,покупка жилья,C,операции с недвижимостью
10271,пенсионер,0,339287.9630392464,68,1,1,F,0,98190,на проведение свадьбы,C,проведение свадьбы
10272,компаньон,0,446.5875403984872,36,1,0,F,0,557058,покупка жилья для сдачи,B,операции с недвижимостью
10273,сотрудник,0,1988.1276239514887,50,1,0,M,1,95533,высшее образование,C,получение образования
10274,сотрудник,0,849.1812489337327,52,1,0,M,0,103608,операции со своей недвижимостью,C,операции с недвижимостью
10275,компаньон,1,918.9881465243548,52,0,0,M,0,133051,покупка жилья для сдачи,C,операции с недвижимостью
10276,сотрудник,2,1272.2423036405578,29,0,0,M,0,138616,ремонт жилью,C,операции с недвижимостью
10277,сотрудник,2,706.5778993333624,46,1,0,M,0,163457,покупка жилья,C,операции с недвижимостью
10278,компаньон,0,3993.874556960131,50,1,0,F,0,129017,покупка своего жилья,C,операции с недвижимостью
10279,сотрудник,2,1873.4217414683526,41,1,0,M,0,143206,строительство жилой недвижимости,C,операции с недвижимостью
10280,компаньон,0,553.9130538632487,58,2,1,F,0,158444,сыграть свадьбу,C,проведение свадьбы
10281,пенсионер,0,389307.06899881776,72,1,2,F,0,66919,строительство недвижимости,C,операции с недвижимостью
10282,сотрудник,2,440.81678422324813,31,1,0,M,0,62260,операции со своей недвижимостью,C,операции с недвижимостью
10283,сотрудник,2,524.7197960789772,47,1,0,M,0,131056,на покупку своего автомобиля,C,операции с автомобилем
10284,компаньон,2,1394.3022464686373,30,0,0,F,0,196428,на покупку автомобиля,C,операции с автомобилем
10285,пенсионер,0,367668.2237021196,69,3,3,F,0,49034,образование,D,получение образования
10286,компаньон,0,2765.7964630547804,39,0,3,M,0,428268,заняться высшим образованием,B,получение образования
10287,сотрудник,0,7682.203616419654,42,1,0,F,0,201527,получение высшего образования,B,получение образования
10288,пенсионер,0,392236.4041647114,54,1,0,F,0,91048,приобретение автомобиля,C,операции с автомобилем
10289,компаньон,2,2194.220566878695,37,1,0,M,0,172357,жилье,C,операции с недвижимостью
10290,компаньон,0,1076.8939708552964,44,1,0,M,0,266410,на покупку автомобиля,B,операции с автомобилем
10291,сотрудник,1,2506.930178853134,40,1,0,F,0,95342,получение высшего образования,C,получение образования
10292,компаньон,0,2492.423340697586,50,0,0,F,0,231728,автомобиль,B,операции с автомобилем
10293,сотрудник,1,1200.8932109801078,49,0,0,M,0,420273,образование,B,получение образования
10294,сотрудник,0,792.1242685442792,42,1,0,M,1,111460,строительство недвижимости,C,операции с недвижимостью
10295,компаньон,1,4189.842090348018,47,1,0,F,0,85316,заняться высшим образованием,C,получение образования
10296,компаньон,0,3550.9074750424816,51,1,4,F,0,152224,строительство жилой недвижимости,C,операции с недвижимостью
10297,компаньон,1,1794.4858430127308,32,0,1,F,0,289012,приобретение автомобиля,B,операции с автомобилем
10298,сотрудник,0,5519.972841936093,39,0,0,M,0,237669,покупка жилья для семьи,B,операции с недвижимостью
10299,компаньон,0,831.6161977850978,30,1,0,M,0,141965,заняться образованием,C,получение образования
10300,пенсионер,0,400553.7984359304,42,3,1,F,1,136297,свадьба,C,проведение свадьбы
10301,компаньон,0,1620.8168593067605,49,1,1,M,0,85345,свадьба,C,проведение свадьбы
10302,пенсионер,0,2194.220566878695,57,1,2,F,0,118514,покупка жилья,C,операции с недвижимостью
10303,компаньон,2,4416.966993843166,35,1,0,F,0,173872,свой автомобиль,C,операции с автомобилем
10304,сотрудник,0,1063.2399253060955,39,2,0,F,0,141944,получение высшего образования,C,получение образования
10305,сотрудник,0,2194.220566878695,46,1,1,F,0,142594,операции с недвижимостью,C,операции с недвижимостью
10306,компаньон,0,2590.976637733427,40,1,0,F,0,194998,покупка жилья,C,операции с недвижимостью
10307,сотрудник,0,3912.4817455773546,41,1,0,F,0,107789,на покупку своего автомобиля,C,операции с автомобилем
10308,компаньон,2,1578.9498032900567,35,1,1,F,0,65979,получение образования,C,получение образования
10309,сотрудник,0,84.87542571409523,43,1,4,F,0,83460,покупка жилья для сдачи,C,операции с недвижимостью
10310,сотрудник,2,1050.1011152635724,33,0,0,F,0,276694,операции с коммерческой недвижимостью,B,операции с недвижимостью
10311,пенсионер,0,398073.94758440217,63,1,1,F,0,206059,сыграть свадьбу,B,проведение свадьбы
10312,пенсионер,0,345544.1341932303,67,3,0,F,0,59088,получение образования,C,получение образования
10313,сотрудник,2,2271.7914400430773,37,1,0,M,0,687057,покупка жилья,B,операции с недвижимостью
10314,компаньон,0,108.17089641854416,38,1,1,F,0,116841,сыграть свадьбу,C,проведение свадьбы
10315,пенсионер,0,371504.5906069207,52,1,0,F,0,195671,сделка с подержанным автомобилем,C,операции с автомобилем
10316,сотрудник,1,5020.793730270856,45,1,0,M,0,180748,покупка своего жилья,C,операции с недвижимостью
10317,сотрудник,1,5618.287900430433,36,1,0,M,0,70337,образование,C,получение образования
10318,сотрудник,2,789.3865664024441,33,0,0,F,0,164506,профильное образование,C,получение образования
10319,компаньон,0,1469.792073888902,44,1,1,F,0,153899,на проведение свадьбы,C,проведение свадьбы
10320,сотрудник,0,2194.220566878695,27,1,0,M,0,142594,на покупку своего автомобиля,C,операции с автомобилем
10321,сотрудник,2,1705.6356341093194,31,0,0,F,0,74780,покупка жилья для семьи,C,операции с недвижимостью
10322,компаньон,0,4709.680300242128,47,1,0,F,0,194892,операции со своей недвижимостью,C,операции с недвижимостью
10323,сотрудник,1,2718.60777879193,30,0,4,F,0,655346,жилье,B,операции с недвижимостью
10324,компаньон,0,2194.220566878695,62,0,3,M,0,172357,образование,C,получение образования
10325,сотрудник,0,4847.393294822948,48,0,0,F,0,96465,строительство собственной недвижимости,C,операции с недвижимостью
10326,сотрудник,1,3144.3039972860606,36,1,1,F,0,69374,свадьба,C,проведение свадьбы
10327,компаньон,0,1340.7901091656474,47,0,4,M,0,193297,получение дополнительного образования,C,получение образования
10328,сотрудник,0,2194.220566878695,37,1,4,M,1,142594,получение высшего образования,C,получение образования
10329,компаньон,0,2194.220566878695,51,1,4,F,0,172357,покупка недвижимости,C,операции с недвижимостью
10330,компаньон,0,863.2725785249988,59,3,3,F,0,96989,операции со своей недвижимостью,C,операции с недвижимостью
10331,компаньон,0,1624.2390593451444,33,1,0,M,0,164396,покупка недвижимости,C,операции с недвижимостью
10332,компаньон,0,7342.454034704065,42,1,0,F,0,48357,на покупку своего автомобиля,D,операции с автомобилем
10333,сотрудник,0,1397.364036442207,42,1,4,M,0,162844,покупка жилой недвижимости,C,операции с недвижимостью
10334,госслужащий,0,4177.265399767382,36,1,0,M,0,157553,покупка своего жилья,C,операции с недвижимостью
10335,сотрудник,0,5842.155456780027,40,1,1,F,0,189048,свадьба,C,проведение свадьбы
10336,сотрудник,0,2194.220566878695,56,1,1,F,0,142594,на проведение свадьбы,C,проведение свадьбы
10337,сотрудник,0,3205.6788877793842,29,1,1,F,0,102785,операции с коммерческой недвижимостью,C,операции с недвижимостью
10338,сотрудник,0,552.6067435812911,39,1,1,M,0,97918,свадьба,C,проведение свадьбы
10339,сотрудник,2,3740.038695763276,43,1,0,M,0,235051,операции со своей недвижимостью,B,операции с недвижимостью
10340,сотрудник,1,2194.220566878695,31,1,0,F,0,142594,операции со своей недвижимостью,C,операции с недвижимостью
10341,пенсионер,0,356564.16947201174,53,0,0,F,0,160298,строительство недвижимости,C,операции с недвижимостью
10342,сотрудник,1,3233.6549312762813,36,0,0,F,0,208340,ремонт жилью,B,операции с недвижимостью
10343,пенсионер,0,343966.04591479694,60,0,4,F,1,89463,образование,C,получение образования
10344,сотрудник,1,1475.535768805271,27,1,3,F,0,125686,получение образования,C,получение образования
10345,компаньон,0,10122.726728026735,55,1,0,F,0,100524,сделка с автомобилем,C,операции с автомобилем
10346,сотрудник,0,2038.2854705052505,48,1,0,F,1,143033,на покупку своего автомобиля,C,операции с автомобилем
10347,госслужащий,0,564.900435432045,27,1,0,M,0,156572,операции с коммерческой недвижимостью,C,операции с недвижимостью
10348,сотрудник,2,1490.897481449919,33,1,0,F,0,111168,высшее образование,C,получение образования
10349,сотрудник,1,720.8756633060573,43,1,0,M,0,81351,покупка жилья для семьи,C,операции с недвижимостью
10350,сотрудник,4,600.294197927146,31,0,1,F,0,215952,строительство жилой недвижимости,B,операции с недвижимостью
10351,сотрудник,1,2579.627525957577,33,1,0,F,0,182766,свой автомобиль,C,операции с автомобилем
10352,сотрудник,0,3642.5116395415253,51,1,1,M,0,225651,свадьба,B,проведение свадьбы
10353,сотрудник,1,433.5772235412175,38,0,1,M,0,119674,покупка жилой недвижимости,C,операции с недвижимостью
10354,пенсионер,0,385080.4683503959,62,1,0,F,0,135789,дополнительное образование,C,получение образования
10355,сотрудник,0,2194.220566878695,23,1,4,F,0,142594,строительство собственной недвижимости,C,операции с недвижимостью
10356,сотрудник,0,3992.9255568511107,58,1,1,F,0,71115,дополнительное образование,C,получение образования
10357,сотрудник,1,394.8796471926181,33,0,0,F,0,282902,сделка с автомобилем,B,операции с автомобилем
10358,сотрудник,0,3755.843042173655,62,1,0,M,0,66577,получение дополнительного образования,C,получение образования
10359,пенсионер,0,362344.2977697068,69,1,0,M,0,169474,операции с жильем,C,операции с недвижимостью
10360,компаньон,2,2476.791928793164,45,1,0,M,0,65489,покупка коммерческой недвижимости,C,операции с недвижимостью
10361,компаньон,0,1245.4548129274526,45,1,0,F,0,71959,строительство жилой недвижимости,C,операции с недвижимостью
10362,сотрудник,0,1879.8644402608127,43,1,0,F,0,122233,покупка жилой недвижимости,C,операции с недвижимостью
10363,сотрудник,1,1304.6627162888099,29,2,0,M,0,89553,операции с жильем,C,операции с недвижимостью
10364,компаньон,0,2005.5959608215946,40,1,0,M,0,202869,операции с недвижимостью,B,операции с недвижимостью
10365,госслужащий,0,1384.490926063835,56,1,0,F,0,223722,автомобиль,B,операции с автомобилем
10366,сотрудник,0,3339.374696201127,49,1,4,F,0,99789,сделка с автомобилем,C,операции с автомобилем
10367,пенсионер,0,397812.1631269885,55,1,0,F,0,201542,недвижимость,B,операции с недвижимостью
10368,сотрудник,0,8343.23163768766,46,0,0,F,0,419160,покупка недвижимости,B,операции с недвижимостью
10369,госслужащий,1,1007.0633467439836,32,0,1,F,0,336824,недвижимость,B,операции с недвижимостью
10370,госслужащий,2,2890.2248308264525,32,1,0,F,0,66864,дополнительное образование,C,получение образования
10371,сотрудник,1,3005.312159594717,36,1,0,M,0,243853,покупка жилья для семьи,B,операции с недвижимостью
10372,сотрудник,0,2786.4192763616247,36,1,0,F,0,119721,операции с недвижимостью,C,операции с недвижимостью
10373,госслужащий,0,1198.2809136383146,43,0,3,M,0,191350,строительство жилой недвижимости,C,операции с недвижимостью
10374,сотрудник,0,1181.1002889960291,24,1,0,F,0,58422,дополнительное образование,C,получение образования
10375,компаньон,0,50.12829786804968,43,1,1,F,0,99381,на проведение свадьбы,C,проведение свадьбы
10376,сотрудник,0,640.6555446092564,23,2,0,F,0,73115,операции со своей недвижимостью,C,операции с недвижимостью
10377,сотрудник,0,1581.211673194818,51,1,0,F,0,69466,автомобили,C,операции с автомобилем
10378,компаньон,0,100.11597850058102,51,1,0,M,0,118824,покупка своего жилья,C,операции с недвижимостью
10379,госслужащий,0,4193.7184645103225,48,3,0,M,0,490067,покупка жилья,B,операции с недвижимостью
10380,сотрудник,0,1543.7956054913273,51,1,4,F,0,110513,на покупку автомобиля,C,операции с автомобилем
10381,сотрудник,1,3376.2010912834007,42,1,0,F,0,143505,операции со своей недвижимостью,C,операции с недвижимостью
10382,компаньон,1,1739.082895087459,29,0,0,F,0,255617,образование,B,получение образования
10383,пенсионер,0,352100.2049662508,58,1,2,F,0,163978,строительство жилой недвижимости,C,операции с недвижимостью
10384,сотрудник,0,4448.17519277584,51,3,0,F,0,85830,покупка жилья для семьи,C,операции с недвижимостью
10385,сотрудник,1,381.89908351715513,53,1,0,F,1,86202,получение высшего образования,C,получение образования
10386,сотрудник,0,397.3508150538506,42,0,0,F,0,56176,получение высшего образования,C,получение образования
10387,компаньон,0,5191.238083975074,53,0,0,M,0,461344,ремонт жилью,B,операции с недвижимостью
10388,компаньон,0,142.2762166594403,29,0,4,M,0,42777,покупка жилья,D,операции с недвижимостью
10389,сотрудник,2,899.2828764584897,30,1,3,M,0,263391,покупка жилой недвижимости,B,операции с недвижимостью
